gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Urban,High School,6.76,1,5,6098.0,More than 1,A,Silver,108576
Female,Urban,Others,9.23,0,6,5059.0,More than 1,A,Platinum,63504
Male,Urban,Bachelor,99.54,0,1,2063.0,1,B,Platinum,61608
Male,Rural,High School,4.49,0,5,3612.0,More than 1,B,Gold,59760
Male,Rural,Bachelor,44.27,1,6,0.0,1,A,Platinum,97104
Male,Urban,Bachelor,9.56,0,3,2253.0,More than 1,A,Platinum,68592
Male,Rural,Bachelor,7.33,1,6,2581.0,More than 1,A,Silver,514200
Male,Urban,High School,2.51,0,3,3231.0,More than 1,B,Gold,139392
Male,,Bachelor,77.46,0,6,0.0,1,B,Platinum,29544
Female,Rural,High School,7.18,0,3,5634.0,More than 1,A,Platinum,63396
Male,Urban,Bachelor,4.75,1,6,4150.0,1,B,Silver,59472
Male,Rural,Bachelor,3.97,1,7,7360.0,More than 1,B,Platinum,63060
Female,Urban,Bachelor,6.61,1,1,3123.0,More than 1,A,Silver,76644
Female,Rural,Bachelor,7.42,0,5,2051.0,More than 1,A,Platinum,66024
Female,Urban,High School,,0,3,12391.0,More than 1,,Silver,151896
Female,Rural,Bachelor,5.42,1,7,4287.0,1,B,Platinum,104832
Female,,High School,6.93,0,0,9756.0,More than 1,B,Silver,52212
Male,Rural,High School,4.07,1,1,0.0,More than 1,C,Platinum,50304
Male,Urban,Bachelor,4.22,1,4,6138.0,More than 1,A,Gold,70092
Female,Urban,Bachelor,7.31,1,3,3812.0,More than 1,B,Platinum,78012
Female,Rural,High School,5.16,0,6,,1,C,Platinum,61284
Male,Rural,High School,8.41,1,7,0.0,More than 1,A,Platinum,63180
Male,Urban,High School,36.02,0,3,2442.0,More than 1,A,Platinum,63744
Female,,Bachelor,6.96,0,3,9889.0,More than 1,A,Gold,112284
Male,Rural,High School,6.28,0,1,5391.0,More than 1,A,Platinum,174156
Male,Urban,Others,8.65,0,1,5122.0,1,C,Gold,31092
Male,Urban,Bachelor,6.06,1,6,2052.0,1,B,Silver,32988
Female,Urban,Bachelor,0.47,1,6,10002.0,More than 1,A,Platinum,254964
Female,Urban,High School,,0,4,2205.0,1,B,Gold,31464
Male,Urban,High School,9.67,1,2,6942.0,1,B,Gold,67464
Female,Urban,High School,9.51,1,3,7793.0,1,A,Silver,71352
Male,Rural,High School,6.45,1,4,5494.0,More than 1,A,Silver,64308
Female,Rural,High School,8.41,1,7,2393.0,1,A,Silver,37440
Male,Urban,Bachelor,,0,4,4220.0,More than 1,B,Platinum,216240
Female,Rural,Bachelor,5.11,1,2,0.0,1,A,Platinum,53628
Male,Urban,High School,,0,8,5849.0,More than 1,A,Gold,214536
Female,Urban,Bachelor,2.46,1,3,5595.0,More than 1,A,Platinum,58380
Male,Rural,Bachelor,59.69,1,2,,More than 1,A,Gold,64968
Male,Rural,High School,30.09,1,4,4717.0,1,B,Silver,35652
Male,Urban,Bachelor,8.95,1,2,4176.0,1,A,Gold,49464
Female,Urban,Others,23.62,0,2,3580.0,1,,Platinum,56088
Male,Rural,Bachelor,6.79,1,1,2115.0,1,A,Silver,61032
Female,Urban,Bachelor,6.88,0,5,9573.0,More than 1,A,Silver,154500
Male,Rural,High School,46.66,1,8,3904.0,More than 1,A,Gold,54360
Male,Urban,High School,9.13,1,7,,More than 1,B,Silver,184308
Male,Urban,Bachelor,9.27,1,2,4899.0,More than 1,A,Platinum,58440
Female,Urban,High School,7.32,0,6,6641.0,1,A,Gold,32676
Male,Urban,High School,7.89,1,4,4474.0,1,A,Gold,31848
Female,Urban,High School,3.87,0,4,6140.0,More than 1,C,Gold,64476
Male,Rural,Bachelor,5.24,1,0,2368.0,1,,Platinum,55800
Male,Urban,Bachelor,3.2,1,6,0.0,More than 1,A,Silver,83760
Male,Rural,Bachelor,7.05,0,6,0.0,More than 1,B,Gold,93312
Male,Urban,High School,6.72,1,7,3567.0,More than 1,A,Platinum,68004
Female,Urban,High School,9.65,0,5,5813.0,More than 1,B,Silver,64236
Female,Rural,Bachelor,6.29,1,0,3920.0,More than 1,A,Platinum,70500
Male,Urban,Bachelor,2.93,1,3,,More than 1,A,Platinum,104424
Male,Rural,Bachelor,12.5,0,6,6431.0,More than 1,A,Silver,98352
Female,Rural,High School,5.27,1,2,2917.0,More than 1,C,Gold,110664
Female,Urban,Bachelor,8.97,0,6,6480.0,1,A,Silver,55764
Female,Rural,High School,8.83,1,5,0.0,More than 1,B,Platinum,91320
Female,Rural,Bachelor,93.62,0,2,3378.0,More than 1,A,Platinum,96792
Male,Urban,Bachelor,5.77,0,5,13268.0,1,A,Platinum,103632
Female,,Bachelor,5.97,0,1,6194.0,More than 1,A,Platinum,63144
Male,Urban,High School,,0,2,12794.0,More than 1,A,Platinum,61704
Male,Rural,High School,8.41,1,1,2512.0,1,A,Platinum,33240
Female,Urban,Others,1.97,0,2,3829.0,More than 1,A,Silver,306816
Male,Rural,Bachelor,42.61,1,1,2873.0,1,A,Silver,34356
Male,Rural,Bachelor,4.99,0,1,0.0,More than 1,B,Platinum,57720
Male,Urban,High School,97.24,0,0,2018.0,More than 1,A,Platinum,155460
Male,Urban,High School,1.38,0,4,7261.0,More than 1,C,Platinum,150576
Female,Urban,High School,8.85,1,6,4925.0,1,,Platinum,32232
Female,Urban,Bachelor,4.63,1,6,6502.0,More than 1,C,Silver,260904
Male,Urban,High School,5.31,1,5,6812.0,More than 1,A,Silver,90168
Male,Urban,High School,6.71,1,2,5636.0,1,B,Silver,38688
Female,Urban,High School,58.1,0,3,10150.0,More than 1,B,Gold,52032
Female,Rural,High School,,1,4,2045.0,1,C,Platinum,35520
Male,Rural,High School,4.98,0,6,0.0,1,B,Platinum,46896
Female,Urban,High School,3.31,0,6,5133.0,More than 1,A,Platinum,343476
Male,Urban,High School,2.42,0,8,5370.0,1,A,Platinum,30888
Male,Rural,Bachelor,2.99,0,7,5554.0,More than 1,B,Silver,64944
Female,Urban,High School,3.6,1,8,5798.0,More than 1,A,Gold,154812
Male,Rural,High School,,0,7,0.0,1,B,Platinum,31404
Female,Rural,Bachelor,9.42,0,8,6169.0,More than 1,A,Silver,321336
Male,Urban,Bachelor,4.23,1,6,2779.0,More than 1,B,Platinum,102432
Male,Rural,Bachelor,,1,6,0.0,1,B,Platinum,45924
Female,Urban,Bachelor,9.69,0,8,4754.0,More than 1,A,Gold,54576
Male,Urban,High School,0.04,0,7,3707.0,More than 1,,Platinum,53988
Female,Urban,High School,7.5,1,7,3762.0,More than 1,A,Platinum,56148
Female,Rural,High School,66.13,1,7,0.0,1,A,Gold,33012
Male,,Bachelor,7.26,1,4,2078.0,1,A,Gold,34920
Female,Rural,Others,6.68,1,2,0.0,1,B,Platinum,63804
Male,Rural,High School,5.51,1,7,0.0,More than 1,A,Gold,57768
Male,Urban,High School,9.73,0,5,0.0,More than 1,,Platinum,64968
Male,Urban,Bachelor,5.55,1,6,8143.0,More than 1,A,Silver,67428
Male,Urban,High School,3.42,0,6,,More than 1,A,Platinum,68364
Female,Rural,Bachelor,34.18,1,6,2965.0,More than 1,A,Platinum,427632
Male,Urban,High School,,0,0,13639.0,More than 1,C,Platinum,204792
Male,Rural,High School,7.46,0,1,0.0,More than 1,A,Gold,69072
Male,Rural,Bachelor,7.51,1,1,2294.0,More than 1,A,Platinum,176028
Male,Urban,Bachelor,78.89,0,6,2956.0,More than 1,B,Platinum,67440
Male,Urban,High School,4.91,1,6,5494.0,More than 1,B,Silver,65568
Female,Urban,High School,7.2,1,3,2900.0,1,A,Platinum,35592
Male,Urban,High School,7.77,0,4,4475.0,More than 1,B,Silver,65820
Male,Urban,High School,6.93,1,4,5938.0,More than 1,B,Platinum,64392
Female,Rural,Bachelor,5.3,0,7,6692.0,More than 1,A,Silver,52992
Male,Rural,Others,9.76,1,4,0.0,1,A,Platinum,33252
Male,Urban,Bachelor,7.03,1,1,2160.0,1,A,Platinum,63300
Male,Rural,High School,8.65,1,6,2555.0,More than 1,A,Platinum,86532
Male,Rural,High School,8.47,1,0,,More than 1,C,Gold,101676
Female,Urban,High School,2.79,0,8,11548.0,More than 1,C,Platinum,61500
Male,Urban,High School,87.38,1,7,5889.0,More than 1,A,Platinum,61404
Male,Urban,Bachelor,3.26,0,8,7575.0,More than 1,C,Platinum,164640
Female,Urban,Bachelor,7.26,0,4,5394.0,1,A,Silver,31536
Male,Urban,Bachelor,7.98,1,2,2438.0,More than 1,A,Silver,105972
Female,Urban,High School,,1,2,,More than 1,A,Platinum,58824
Female,Urban,Bachelor,6.06,1,4,4018.0,More than 1,A,Gold,60048
Male,Urban,Bachelor,2.17,1,6,6723.0,More than 1,A,Silver,99540
Female,Urban,Bachelor,6.4,0,1,6534.0,1,A,Silver,59484
Female,Urban,High School,5.13,0,7,2423.0,More than 1,A,Platinum,99180
Male,Urban,Bachelor,,0,8,6043.0,1,,Silver,31368
Male,Urban,Bachelor,4.58,1,6,4265.0,More than 1,A,Platinum,102780
Female,Rural,High School,7.43,1,5,7404.0,More than 1,A,Gold,326256
Male,Urban,High School,,0,5,11364.0,More than 1,A,Platinum,166092
Male,Urban,Bachelor,6.8,0,6,3792.0,More than 1,A,Platinum,69984
Female,Urban,Bachelor,5.7,0,8,3042.0,More than 1,A,Platinum,185124
Male,Rural,Bachelor,8.06,1,0,0.0,More than 1,,Platinum,35508
Female,Rural,Others,78.7,1,2,0.0,More than 1,B,Gold,102756
Male,Rural,Others,3.22,1,5,0.0,1,B,Silver,52836
Female,,High School,9.9,1,7,,More than 1,B,Platinum,57948
Male,Urban,High School,8.17,0,6,5382.0,More than 1,A,Platinum,71364
Male,Rural,High School,8.41,0,4,0.0,1,A,Platinum,36384
Male,Urban,Others,2.61,1,6,4844.0,1,C,Silver,30792
Female,,High School,29.52,0,4,8004.0,More than 1,B,Platinum,75036
Male,Urban,Bachelor,5.48,0,8,2411.0,More than 1,B,Silver,73416
Male,Rural,High School,9.22,1,7,4146.0,More than 1,B,Platinum,61260
Male,,Bachelor,15.58,1,8,4086.0,More than 1,B,Platinum,154056
Female,Rural,Bachelor,4.72,1,7,0.0,More than 1,B,Platinum,61068
Male,Urban,Bachelor,5.66,1,4,4401.0,More than 1,A,Platinum,98820
Female,Urban,High School,9.72,1,5,5199.0,1,A,Platinum,55596
Female,Rural,Bachelor,83.17,1,8,0.0,1,A,Silver,66660
Female,Urban,High School,44.64,0,3,5644.0,More than 1,A,Gold,396696
Female,Urban,Bachelor,7.43,1,7,3058.0,1,A,Gold,52620
Female,Rural,High School,9.42,0,7,0.0,1,C,Gold,42360
Female,Rural,High School,6.22,0,7,,More than 1,B,Platinum,73440
Female,Rural,High School,6.96,1,0,2691.0,1,A,Gold,33048
Female,Urban,High School,2.47,1,1,5548.0,More than 1,A,Silver,65664
Male,Urban,Bachelor,5.49,1,6,4124.0,More than 1,,Platinum,599148
Female,Urban,Others,0.44,0,5,3342.0,More than 1,A,Platinum,64644
Male,Rural,High School,8.92,0,5,3014.0,1,C,Silver,35568
Male,Urban,Bachelor,0.16,0,6,5422.0,1,A,Platinum,225588
Female,Urban,High School,5.68,1,6,5982.0,1,A,Silver,32988
Female,Urban,Bachelor,6.84,0,4,2335.0,More than 1,B,Silver,116424
Male,Urban,High School,73.48,1,3,0.0,More than 1,A,Gold,75564
Male,Urban,Bachelor,4.97,0,0,,More than 1,B,Platinum,63096
Female,Urban,High School,2.45,0,7,5562.0,More than 1,A,Silver,67464
Female,Urban,High School,3.1,1,2,4252.0,More than 1,A,Platinum,57324
Male,Urban,Bachelor,9.68,1,8,2244.0,More than 1,,Gold,295116
Female,Urban,High School,6.54,1,5,0.0,More than 1,A,Platinum,55488
Female,Rural,High School,60.38,0,2,6081.0,More than 1,B,Platinum,65328
Male,Urban,High School,6.24,1,3,6175.0,More than 1,,Platinum,72096
Male,Urban,Bachelor,6.87,1,7,4433.0,More than 1,A,Platinum,507720
Male,Urban,Bachelor,8.37,0,6,5501.0,1,A,Platinum,30864
Female,Urban,Bachelor,2.19,1,6,7172.0,More than 1,B,Platinum,66828
Female,Urban,High School,3.18,1,2,6126.0,More than 1,B,Platinum,111012
Female,Urban,High School,75.53,0,4,2846.0,More than 1,,Gold,68856
Female,Urban,High School,7.34,1,2,2984.0,More than 1,C,Silver,107496
Female,Rural,Bachelor,4.65,0,0,,More than 1,B,Silver,94008
Male,Urban,High School,6.31,0,8,5781.0,1,A,Gold,63048
Male,Urban,Bachelor,18.31,1,8,3800.0,1,A,Platinum,32232
Male,Urban,Others,2.04,0,4,6287.0,1,B,Gold,34704
Female,Urban,Bachelor,6.39,1,6,,More than 1,A,Platinum,60000
Female,,Bachelor,2.6,1,7,4117.0,More than 1,B,Gold,68832
Female,Rural,High School,5.89,1,6,0.0,1,A,Platinum,49608
Female,Rural,High School,22.27,0,3,6294.0,1,B,Gold,34980
Female,Urban,Bachelor,6.65,1,6,8099.0,More than 1,A,Platinum,59196
Male,Urban,Bachelor,9.48,1,2,2497.0,More than 1,A,Silver,86652
Male,Urban,High School,4.0,1,3,3915.0,1,B,Platinum,67332
Male,Urban,Bachelor,7.39,1,4,6818.0,More than 1,B,Platinum,227052
Female,,High School,5.37,0,6,11360.0,More than 1,A,Platinum,66180
Male,Urban,High School,8.9,1,0,4989.0,More than 1,A,Platinum,62304
Female,Urban,High School,58.09,1,2,3337.0,More than 1,A,Platinum,62424
Female,Urban,High School,7.22,0,3,7396.0,More than 1,A,Platinum,50196
Male,Urban,Bachelor,63.24,1,1,5450.0,1,A,Gold,33948
Male,Urban,High School,4.38,1,4,5807.0,More than 1,A,Silver,180012
Male,Urban,Bachelor,3.15,0,8,,More than 1,B,Platinum,32532
Male,Urban,Bachelor,4.2,1,4,4311.0,More than 1,B,Silver,111552
Male,Urban,Bachelor,8.73,1,7,3426.0,More than 1,B,Platinum,100704
Male,Rural,High School,,0,0,,More than 1,A,Silver,292596
Male,Urban,High School,4.77,0,2,2712.0,1,B,Platinum,57228
Female,Urban,High School,4.22,1,1,5540.0,More than 1,A,Platinum,133872
Male,Rural,Bachelor,5.6,1,1,2672.0,1,A,Platinum,33756
Female,Rural,High School,9.05,0,6,0.0,More than 1,,Platinum,111948
Female,Urban,Bachelor,6.19,1,6,3716.0,More than 1,A,Platinum,403380
Male,Urban,Bachelor,1.95,1,2,9390.0,More than 1,A,Platinum,146880
Male,Urban,High School,,1,6,,1,B,Platinum,34224
Male,Urban,Bachelor,2.29,0,6,6675.0,More than 1,A,Gold,66192
Male,Urban,Bachelor,7.92,1,7,5236.0,More than 1,A,Platinum,122844
Female,Urban,Bachelor,5.53,0,7,4955.0,More than 1,,Platinum,106932
Female,Urban,Bachelor,5.59,0,8,5563.0,More than 1,B,Silver,96996
Female,Urban,Bachelor,7.52,1,6,5587.0,More than 1,,Platinum,58776
Male,Urban,High School,5.71,0,6,6552.0,More than 1,A,Gold,64560
Female,Urban,Bachelor,2.07,1,6,5955.0,More than 1,,Silver,63396
Male,Urban,High School,5.27,0,3,,More than 1,A,Silver,50244
Female,Urban,High School,6.33,0,2,4289.0,More than 1,A,Platinum,525024
Male,Rural,High School,4.37,0,2,5966.0,More than 1,B,Gold,93876
Female,Rural,High School,7.12,1,2,2331.0,More than 1,A,Gold,101520
Female,Rural,Bachelor,2.43,1,7,0.0,1,B,Silver,34224
Male,Rural,Bachelor,5.85,1,0,0.0,More than 1,A,Platinum,224160
Female,Urban,High School,,0,6,5428.0,More than 1,B,Platinum,189552
Female,Urban,High School,4.67,0,4,6483.0,1,A,Gold,32112
Male,Rural,Bachelor,5.23,1,5,2801.0,More than 1,A,Platinum,98568
Male,Rural,High School,,1,6,2854.0,More than 1,A,Gold,70020
Female,Urban,High School,9.95,0,6,6229.0,1,A,Platinum,45636
Male,Rural,High School,2.29,1,6,0.0,More than 1,B,Silver,66168
Female,Urban,High School,2.26,0,6,5273.0,1,A,Platinum,61800
Male,Urban,High School,5.85,1,5,0.0,More than 1,B,Platinum,323100
Female,Urban,High School,7.51,1,1,6905.0,More than 1,C,Gold,209556
Female,Urban,High School,1.03,1,5,,More than 1,A,Platinum,105000
Female,Rural,High School,5.56,0,2,5273.0,1,A,Platinum,64812
Male,Urban,Others,9.14,1,3,5233.0,More than 1,A,Gold,92196
Female,Rural,High School,6.71,0,7,3189.0,1,A,Gold,64644
Male,Urban,Bachelor,5.23,0,6,11410.0,More than 1,A,Gold,72756
Male,Urban,High School,,0,6,3732.0,More than 1,C,Platinum,73092
Male,Urban,High School,9.35,0,3,8451.0,More than 1,A,Platinum,315612
Male,Urban,Bachelor,5.95,1,2,5935.0,More than 1,A,Gold,179316
Female,Rural,Bachelor,8.4,1,5,3018.0,More than 1,A,Gold,108468
Male,Rural,High School,,0,6,0.0,More than 1,B,Platinum,53232
Male,Rural,High School,,1,5,,1,A,Platinum,30204
Female,Urban,Bachelor,7.7,1,4,5621.0,More than 1,A,Platinum,64776
Female,Urban,High School,28.14,1,2,3675.0,More than 1,A,Platinum,59928
Female,Rural,Bachelor,,1,6,0.0,1,,Platinum,32652
Female,Urban,High School,1.28,0,6,5542.0,More than 1,B,Gold,155616
Male,Urban,High School,4.38,1,4,3253.0,1,,Platinum,32940
Male,Urban,High School,4.11,1,2,,More than 1,,Platinum,112668
Female,Rural,High School,5.85,0,7,3733.0,1,A,Silver,32832
Male,Urban,High School,2.53,0,8,5445.0,1,A,Platinum,30672
Male,Urban,High School,9.13,0,5,7305.0,More than 1,A,Platinum,71640
Male,Urban,High School,2.39,0,6,3593.0,More than 1,B,Platinum,64740
Male,Urban,Bachelor,6.96,0,8,2534.0,More than 1,B,Platinum,181764
Male,Rural,Bachelor,6.28,0,8,0.0,1,A,Platinum,30372
Male,Urban,Bachelor,5.18,0,6,5641.0,1,A,Platinum,32496
Female,Rural,High School,6.5,0,4,0.0,1,B,Gold,65796
Male,Urban,Bachelor,7.48,1,2,6452.0,More than 1,A,Platinum,60900
Male,Urban,Bachelor,4.0,1,6,,More than 1,B,Silver,72252
Male,Urban,Bachelor,2.17,0,4,5221.0,More than 1,,Gold,122136
Female,Urban,High School,,1,8,3598.0,More than 1,A,Platinum,94932
Female,Urban,Others,62.86,1,6,20608.0,1,B,Silver,34116
Male,Urban,Bachelor,9.24,1,3,5450.0,1,A,Silver,33756
Male,Urban,Bachelor,,0,8,3480.0,More than 1,A,Platinum,58104
Female,Urban,Bachelor,8.9,1,4,0.0,1,A,Silver,51000
Female,Urban,Bachelor,9.06,0,6,4009.0,1,B,Platinum,58248
Male,Rural,High School,9.2,1,5,2566.0,More than 1,B,Silver,108852
Male,Rural,High School,65.63,1,2,2344.0,1,B,Platinum,46536
Male,Urban,Bachelor,71.29,1,5,2495.0,More than 1,A,Platinum,103668
Female,Rural,High School,9.17,1,5,5392.0,More than 1,B,Gold,106704
Female,Rural,High School,9.93,0,6,2193.0,1,A,Platinum,52608
Female,Urban,High School,3.96,0,6,10199.0,More than 1,B,Platinum,67512
Male,Urban,High School,5.51,0,5,6969.0,1,A,Platinum,41328
Female,Urban,Bachelor,6.66,0,3,4682.0,1,A,Platinum,91920
Male,Urban,Others,8.31,1,7,2938.0,More than 1,A,Silver,77256
Male,Rural,High School,14.34,1,6,0.0,1,B,Platinum,69540
Male,Urban,High School,,0,2,3422.0,More than 1,,Platinum,67464
Female,Urban,Bachelor,2.29,0,5,3991.0,1,A,Silver,61248
Female,Urban,Bachelor,5.41,1,1,6358.0,1,A,Platinum,30096
Male,Urban,Bachelor,51.47,0,6,10525.0,More than 1,A,Platinum,103164
Male,Urban,Bachelor,8.0,1,5,4591.0,More than 1,A,Platinum,64764
Female,Urban,Others,3.76,0,3,3348.0,1,B,Platinum,54336
Male,Rural,High School,97.44,1,4,0.0,More than 1,A,Platinum,105672
Male,Rural,High School,5.94,1,4,5635.0,1,B,Silver,54264
Male,Urban,High School,,0,1,4380.0,More than 1,A,Platinum,66744
Male,Rural,Bachelor,8.65,0,8,0.0,More than 1,A,Gold,48528
Male,Urban,Others,2.74,1,4,3381.0,More than 1,B,Silver,405072
Female,Urban,High School,6.39,1,5,6275.0,More than 1,A,Silver,53892
Female,Urban,Bachelor,7.45,0,8,6339.0,1,A,Platinum,30648
Female,Rural,High School,6.26,1,2,2421.0,More than 1,A,Silver,275772
Male,Urban,Bachelor,76.44,1,0,7688.0,More than 1,A,Platinum,372408
Female,Urban,Others,7.92,1,7,3576.0,More than 1,B,Silver,72144
Male,Urban,Others,0.12,0,5,4196.0,More than 1,A,Platinum,66252
Male,Rural,High School,7.84,1,7,0.0,More than 1,B,Gold,67560
Female,Rural,Others,5.5,1,6,6016.0,More than 1,B,Silver,68916
Female,Urban,High School,75.97,0,8,5967.0,More than 1,C,Platinum,67692
Male,Urban,Bachelor,8.2,0,8,3815.0,More than 1,B,Platinum,72852
Male,Rural,Bachelor,5.32,1,7,0.0,1,,Platinum,33828
Male,Urban,High School,8.79,0,6,7813.0,More than 1,A,Silver,147516
Female,Rural,Bachelor,7.12,1,2,0.0,More than 1,B,Platinum,66924
Female,Rural,High School,3.34,1,4,2373.0,1,B,Silver,141132
Male,Urban,High School,2.16,0,7,6195.0,More than 1,,Platinum,101460
Male,Urban,High School,3.07,1,1,5134.0,More than 1,A,Gold,60696
Male,Rural,Others,27.77,1,5,0.0,1,A,Platinum,30624
Male,Urban,High School,2.95,1,5,4738.0,More than 1,A,Silver,192288
Male,Urban,Bachelor,7.97,1,7,9824.0,More than 1,B,Platinum,64944
Male,Rural,High School,8.55,1,5,,More than 1,A,Gold,292800
Female,Urban,High School,8.57,1,1,10231.0,More than 1,A,Silver,64836
Female,Urban,High School,34.74,0,5,4384.0,More than 1,B,Platinum,192444
Male,Urban,Bachelor,2.95,0,6,5522.0,More than 1,B,Platinum,232860
Female,Urban,High School,5.85,1,0,9828.0,More than 1,C,Silver,94308
Female,Urban,Bachelor,,1,1,2501.0,1,A,Gold,31812
Male,Urban,Bachelor,3.31,0,3,3867.0,More than 1,B,Platinum,66264
Male,Urban,Bachelor,65.03,0,7,6014.0,More than 1,C,Gold,92328
Male,Urban,High School,16.44,0,3,8302.0,More than 1,B,Platinum,69888
Male,Urban,Bachelor,36.08,1,5,8459.0,More than 1,A,Platinum,382332
Female,Urban,High School,2.25,1,7,10286.0,More than 1,A,Platinum,98472
Male,Rural,High School,8.83,0,0,0.0,1,A,Gold,60576
Male,Rural,High School,9.1,0,5,0.0,More than 1,B,Gold,174840
Female,Rural,Bachelor,8.95,0,4,,1,A,Silver,36996
Male,Urban,High School,7.27,1,6,4165.0,1,B,Platinum,61848
Female,Rural,Bachelor,9.54,1,7,2481.0,More than 1,A,Platinum,65796
Female,Urban,High School,5.01,0,4,0.0,More than 1,C,Platinum,208140
Male,Urban,High School,5.72,0,8,5281.0,More than 1,A,Platinum,64788
Male,Urban,High School,8.66,0,8,6479.0,1,A,Platinum,61956
Female,,Bachelor,7.76,0,2,6754.0,More than 1,,Gold,370188
Female,Urban,Bachelor,3.48,1,0,4689.0,1,A,Silver,33180
Female,Rural,Bachelor,30.82,0,6,5879.0,More than 1,B,Platinum,48216
Male,Urban,High School,8.69,1,1,3746.0,1,A,Gold,53364
Female,Urban,High School,5.77,1,8,0.0,More than 1,A,Silver,64356
Male,Rural,High School,9.97,0,6,4013.0,1,A,Platinum,30348
Male,Rural,High School,89.28,0,1,0.0,More than 1,A,Platinum,58356
Female,Rural,High School,9.69,0,5,5687.0,More than 1,A,Gold,69576
Female,Urban,High School,4.09,1,4,0.0,1,A,Silver,37584
Male,Urban,High School,4.77,1,2,3828.0,More than 1,A,Silver,32676
Female,Rural,High School,9.12,1,7,0.0,More than 1,A,Silver,49236
Female,Urban,High School,6.03,1,3,12514.0,More than 1,A,Platinum,282420
Female,Urban,Others,7.26,0,7,5649.0,More than 1,B,Gold,67152
Female,Rural,Bachelor,18.67,1,5,2355.0,1,B,Platinum,32556
Female,Urban,High School,,1,0,6702.0,More than 1,A,Platinum,69636
Female,,High School,8.0,0,7,,1,A,Gold,33108
Male,Urban,Bachelor,9.56,1,7,3187.0,1,A,Platinum,66552
Male,Urban,High School,8.49,0,1,4197.0,1,A,Platinum,41040
Female,Urban,Bachelor,4.19,1,7,5095.0,More than 1,A,Platinum,135552
Male,Rural,High School,,1,7,2682.0,More than 1,A,Platinum,346404
Male,Urban,High School,77.28,0,2,8018.0,More than 1,A,Gold,478848
Male,Urban,Bachelor,7.98,1,6,12532.0,More than 1,B,Platinum,32412
Male,Urban,High School,90.62,1,1,5519.0,1,A,Gold,32184
Female,Urban,Bachelor,7.52,0,2,8625.0,1,A,Silver,47880
Male,Urban,Bachelor,90.23,0,0,2815.0,More than 1,B,Silver,62928
Female,Urban,Bachelor,3.26,1,2,3742.0,More than 1,B,Silver,179040
Male,Urban,High School,7.12,1,2,7775.0,More than 1,A,Platinum,59028
Female,Urban,Bachelor,2.59,0,5,5306.0,More than 1,A,Gold,65724
Female,Urban,High School,5.33,1,3,6129.0,1,A,Gold,34788
Male,Urban,High School,2.56,0,5,,More than 1,B,Platinum,110316
Male,Urban,High School,3.79,0,2,3887.0,More than 1,A,Platinum,114720
Male,Urban,High School,7.39,0,4,5401.0,1,A,Platinum,37332
Female,Rural,High School,6.99,1,7,,1,B,Gold,33444
Male,Urban,Bachelor,2.94,1,3,5224.0,1,C,Platinum,31020
Female,Urban,High School,,1,3,,More than 1,A,Platinum,112668
Female,Urban,Bachelor,3.09,0,0,,More than 1,A,Platinum,66072
Female,Urban,Bachelor,36.4,0,2,2565.0,More than 1,A,Platinum,350244
Female,Urban,High School,6.97,0,6,5365.0,1,C,Gold,30960
Male,Rural,Bachelor,92.13,1,5,0.0,More than 1,A,Gold,65928
Male,Urban,High School,4.28,0,8,5993.0,1,B,Platinum,58380
Female,,Bachelor,9.16,1,4,0.0,More than 1,B,Platinum,74064
Male,Urban,High School,7.13,1,7,0.0,1,B,Platinum,39840
Female,Urban,High School,8.06,0,6,9656.0,More than 1,B,Platinum,143268
Male,Rural,High School,,1,8,4370.0,More than 1,A,Platinum,65820
Male,Urban,Bachelor,4.77,1,0,,1,B,Silver,34992
